text,retweets,replies,likes,quotes,created_at,vader_score,vader_label,tblob_score,tblob_label,top1_mood,top2_mood,top3_mood
"South Africa has only one operational oil refinery. It ran out of crude oil this weekend hence shut down.

BP and Shell halted their operations indefinitely at Sapref in February.

Astron Energy's Cape Town facility, shut its doors in 2020.
https://t.co/7eSkTnPBen",1,2,2,0,2022-07-17 19:06:09+00:00,-0.5719,neg,-0.28518518518518515,neg,SAD,ANGRY,AFRAID
"@_MettIgel_ @DarthPutinKGB Easy, never pump it up. (Hard to do, hard to reverse, very unattractive, and they might not even have the skills for it, Shell and BP supplied much of the expertise, etc)",0,0,1,0,2022-07-17 18:23:01+00:00,-0.1761,neg,0.05,neu,INSPIRED,AMUSED,ANNOYED
"This episode will get you up-to-date with the latest H2 news from Shell’s renewable hydrogen plant to bp and thyssenkrupp’s plan to decarbonize steel production.

Listen Here: https://t.co/uPYcJznGvJ
#hydrogen #renewables
#infrastructure https://t.co/sDNQrpcVl5",0,0,1,0,2022-07-17 18:00:30+00:00,0.0,neu,0.5,pos,INSPIRED,AMUSED,DONT_CARE
"But business as usual for the climate crisis deniers &amp; green washers ⁦@Shell_UKLtd⁩ ⁦@bp_UK⁩ ⁦@GWPF_org⁩ 
Forest fires rage across Europe as heatwave sends temperatures soaring https://t.co/JULcGS68kE",0,0,0,0,2022-07-17 17:45:25+00:00,-0.9349,neg,-0.225,neg,AMUSED,INSPIRED,AFRAID
@BidensWins good to see! With no justification whatsoever as to why the oil and gas companies are doing this apart from recouping covid losses &amp; knowing no one will need their petroleum in 15 years - I have no idea why our bumbling idiot PM (Boris) did not push back on Shell/BP #eatonalumni,0,0,0,0,2022-07-17 17:32:10+00:00,-0.8398,neg,0.024999999999999984,neu,INSPIRED,AMUSED,DONT_CARE
"UK's oil/gas company windfall tax mirage.

Impact on BP and Shell - less than 2% of  Earnings Before Interest Tax Depreciation and Amortisation

BP paid corp tax once in the last six years.
Shell paid no tax on its North Sea oil/gas operations for 4 yrs.
 https://t.co/iVI3yjETzV",95,0,105,7,2022-07-17 16:57:13+00:00,0.2023,neu,-0.08333333333333333,neg,ANGRY,ANNOYED,AMUSED
"@RedRobko @Tesco @ShellOil @asda #Shell, #bp &amp; the likes are making hay why the sun shines - with a dying biz model &amp; massive impact on profits during covid, they are unified in squeezing the market &amp; are the biggest contributor to inflation &amp; the pending recession. God help us as they enter energy retailing.",0,0,1,0,2022-07-17 16:00:33+00:00,0.886,pos,0.0,neu,INSPIRED,AMUSED,DONT_CARE
"@SsemuHassan Within 10/15 years Shell, BP, etc have a dead business model as we go electric vehicles and green energy production. Combine this with their losses in COVID, drives their ‘unified backroom handshake’ born from greed. There is no justification to raise pump prices - its artificial",0,0,0,0,2022-07-17 15:40:29+00:00,-0.8689,neg,-0.3333333333333333,neg,INSPIRED,AMUSED,DONT_CARE
"@AhkiraEssien lol i go to BP, Shell, or Exxon",0,0,0,0,2022-07-17 15:30:21+00:00,0.4215,neu,0.8,pos,AMUSED,ANNOYED,INSPIRED
"@bp_UK @Shell 
The real #Villans #enemies of the #planet #carbonfootprint my #BrownCandyass 
https://t.co/KmPdj1nMJZ",0,0,0,0,2022-07-17 15:23:14+00:00,0.0,neu,0.2,pos,INSPIRED,AMUSED,DONT_CARE
"@Kathryn04490491 @Garz3De @TheKalenAllen 🤦🏼‍♀️ Gas prices have nothing to do with Dems. Gas prices are just as high in every country, just as inflation is. It’s called price gouging. Shell, BP, Exxon, Chevron-all posting record profits (all time highest recorded) look it up.",0,0,1,0,2022-07-17 15:19:43+00:00,0.4404,neu,0.16,neu,AMUSED,INSPIRED,ANNOYED
@Dean02600306 @steve8221 @FoxNews Shell; ExxonMobil; BP control how much profit they want to make; they are price gouging the people https://t.co/raLAOZs7rz,0,1,1,0,2022-07-17 14:58:13+00:00,0.4939,neu,0.2,pos,INSPIRED,ANGRY,DONT_CARE
"@Dean02600306 @steve8221 @FoxNews This is not about China or Russia.

The Price per barrell has fallen;but gas prices at the pump have not; because companies like BP;Shell;ExxonMobil and others are raking in the profits 

https://t.co/iAw15ghEv3",0,2,1,0,2022-07-17 14:55:57+00:00,0.1999,neu,0.0,neu,AMUSED,DONT_CARE,INSPIRED
"@JDCocchiarella There are *5* reasons: ""The top five oil companies alone—Shell, ExxonMobil, BP, Chevron, and ConocoPhillips—brought in more than 200 percent more in profits than in the first quarter of 2021. That is a total of more than $35 billion in profits in just three months.""  5-17-22",0,0,0,0,2022-07-17 14:27:18+00:00,0.7996,pos,0.375,pos,AMUSED,INSPIRED,DONT_CARE
All I know is gas is 4.67 at the shell/BP on 59 and Caron farm in joliet,0,0,0,0,2022-07-17 14:18:02+00:00,0.0,neu,0.0,neu,SAD,ANGRY,INSPIRED
"@indyscot12 @ThePeelTower @Gbear48C @RealStephenKerr It’s a windfall tax, a one off tax placed on Shell, BP, Total etc. 

I forgot, no one in England uses fuel or energy to heat their homes 🙈

It isn’t Scotlands oil ffs, the industry is privatised where the oil giants get rich and government gets scraps in the tax receipts.",0,0,1,0,2022-07-17 14:16:18+00:00,-0.0772,neg,0.1875,neu,INSPIRED,AMUSED,ANNOYED
"Don't cruise by today, we've got cold beer &amp; carbs a plenty for your re-fueling stop! Plus we are cheaper than Esso, BP &amp; Shell 🫣

#kingstonwheelers #dittonvelo #forgecc #cycling #cyclinglife #londondynamo #stravacycling #pub #molesey #hamptoncourt https://t.co/4TbaMA8lh1",0,0,1,0,2022-07-17 13:46:38+00:00,-0.3595,neg,-0.75,neg,AMUSED,INSPIRED,DONT_CARE
"here is my list of people I would like to visit in a friendly manner (commit a capital offence against)
anyone on Fortune 500
CEOs of Exxon, Shell and BP
black rock and vanguard board of directors",0,1,1,0,2022-07-17 12:50:57+00:00,0.5423,neu,0.10416666666666667,neu,INSPIRED,AMUSED,ANGRY
"I love the Just Transition stuff from ScotGov, I particularly love how they lie to Scots about their care in tackling fuel poverty but sold off our ability to manage that. Derrrrrrp.
Scottish government in line for near-£700m payday after windfarm auction https://t.co/c2cuG7dO3H",0,1,1,0,2022-07-17 11:57:05+00:00,0.7964,pos,0.5,pos,INSPIRED,AMUSED,DONT_CARE
"Wts lfb ph
 2019 Blackpink summer diary in hawaii unsealed complete inclu except pc and pola - 4000
 9/10 (may konti punit lang yung envelope ng postcard sa back)
Reply mine or dm
Help rt thank you!
Prio payo/ 5 days dop need dp
t. bp sdih jisoo jennie rosé lisa https://t.co/vd3IHQji4p",0,0,0,0,2022-07-17 11:54:38+00:00,0.6696,pos,0.05,neu,INSPIRED,ANNOYED,AMUSED
"@phil_woods Ha Ha, David Bellamy, is that the best you've got !! 'gwapple me gwapenuts'. You must work for Exxon BP or Shell.",0,0,1,0,2022-07-17 11:53:46+00:00,0.8619,pos,1.0,pos,INSPIRED,AMUSED,DONT_CARE
"@JohnTay20995736 The cost of living crisis is engineered by the global elites of the world economic forum and the Bilderberg Meeting including black rock and vanguard who own Goldman Sachs, BP, Shell to cause global depopulation by means of engineered COVID-19, inflation and the Ukraine war etc",4,1,6,0,2022-07-17 11:46:23+00:00,-0.8402,neg,0.12666666666666665,neu,INSPIRED,DONT_CARE,AMUSED
"A little reminder to balance @Shell &amp; @bp_UK latest ad campaigns. Every year, the world's 5 largest oil &amp; gas cos spend $200M lobbying to control, delay or block binding #climate policy. Only 3% of spend is on low carbon tech. Shell &amp; BP are the worst. https://t.co/vJnISyqkDu",44,1,60,3,2022-07-17 11:37:19+00:00,-0.8934,neg,-0.1375,neg,AMUSED,INSPIRED,ANGRY
"Join our protest against BP and Shell and their life destroying plans to develop new oil and gas. Assemble at Riverside Park, 10.00am, 27/7/22.  More info https://t.co/3slfEyEwc9 Time to take a stand! #SummerUprising  #BoycottBP #BoycottShell @XRMidlands @XRebellionUK",1,0,3,0,2022-07-17 11:25:35+00:00,-0.5707,neg,0.1871212121212121,neu,INSPIRED,SAD,ANGRY
Local councils are investing around £10bn in climate-wrecking companies like Shell and BP 🏭 I’ve asked my councillor to divest local pensions from fossil fuels. Will you join me? https://t.co/OHQ3dFfjB8,1,2,0,0,2022-07-17 11:14:40+00:00,0.5719,neu,0.0,neu,INSPIRED,ANGRY,ANNOYED
@financialjuice Stop blaming the oil producers and blame oil companies  Shell  BP etc with record profits !!,0,0,0,0,2022-07-17 10:46:16+00:00,-0.6688,neg,0.0,neu,ANGRY,INSPIRED,ANNOYED
"@timburchett @POTUS Great question for @Shell, @exxonmobil, @bp_America, @Chevron, @conocophillips: Why was US oil production so much higher in late 2019? Clearly the capacity is there.",0,0,5,0,2022-07-17 10:40:20+00:00,0.7783,pos,0.2125,pos,INSPIRED,AMUSED,ANGRY
@SpeakSarahSpeak He’s always said Mars is backup for incase Earth gets hit by another meteorite. His main focus is Earth but equally he’s doing a lot in solar and transport. Need other industry tycoons to step up and do more imo. Imagine if the BP/Shell empires moved to renewables 🤯,0,1,2,0,2022-07-17 10:15:48+00:00,0.0,neu,0.13541666666666666,neu,INSPIRED,AMUSED,ANNOYED
@afowler06 @GaryLineker Less than Shell or BP would pay him to shill for them.,0,0,2,0,2022-07-17 10:08:09+00:00,-0.1027,neg,-0.16666666666666666,neg,ANGRY,AFRAID,HAPPY
"I propose that in stead of using the term #fossilfuel companies, we call them what they really are: #extinctioncompanies: @totalenergies @TotalEnergiesPR @exxonmobil @Chevron @bp_plc @SinopecEc @petrobras @GazpromEN @aramco @shell @Shell_EUAffairs @conocophillips @FightFossils https://t.co/TysKyx8YMw",0,0,1,0,2022-07-17 09:53:57+00:00,0.0,neu,0.2,pos,INSPIRED,DONT_CARE,ANNOYED
@CAPITALSIGMAza @OUTASA True but it's because the state has not enabled the oil majors support in the margin to upgrade to cleaner fuels. Hence Chevron left. Watch BP and Shell leave next. Total Energies predicted this in  2010 already,0,1,1,0,2022-07-17 09:42:20+00:00,0.8201,pos,0.0875,neu,INSPIRED,AMUSED,ANNOYED
"@DrRodeSilva @RW_UNP Well…if he had won for global capitalism Sri Lanka would have Shell, BP &amp; Texaco running fuel distribution and no one would be in fuel or gas queues. 

Ranil is the godfather of crony capitalists. 

He privatises profits and socialise losses; just like the Rajapaksas.",0,1,0,0,2022-07-17 09:39:11+00:00,0.6369,pos,0.0,neu,INSPIRED,AMUSED,DONT_CARE
@bp_America @Google @amazon @Shell_USA @CocaCola @pepsi @McDonalds @AlibabaGroup @bp_plc @Shell @Conservatives @PetroleumMin @NandosUK @BurgerKing @kfc @Apple @SamsungUK @SamsungUS @Nestle @Unilever @Redrow @Chevron please forward onto any ‘lunatics’ you might be aware of 👍…… https://t.co/geIc6oYy06,0,0,0,0,2022-07-17 09:30:26+00:00,0.3182,neu,0.25,pos,DONT_CARE,INSPIRED,AMUSED
"@LoudenDW Yet Sturgeon recently sold 14 offshore licenses for a paltry 700m to private companies including Shell and BP, multi-national British companies with HQ in London. Why is that Derek?",0,1,0,0,2022-07-17 09:29:35+00:00,0.0,neu,0.0,neu,INSPIRED,AMUSED,ANNOYED
"guys, the met office has released a red heat warning in the uk for the first time in history ! congratulations to exxon mobil and BP and Shell, you’ve done it !! exxon was aware of climate change since 1977 but denied it and kept drilling for oil ! well done ! https://t.co/dogcYaZgSy",0,0,1,0,2022-07-17 09:29:05+00:00,-0.3855,neg,0.29296875,pos,INSPIRED,ANNOYED,AMUSED
@Jo_HNGalt @borofergie @cmackinlay By using State military power to give oil fields to energy companies. Why do you think we invaded Iraq and have armed Saudi Arabia for decades? Reality is without state subsidy the likes of BP and Shell wd have no oil to sell.,0,1,0,0,2022-07-17 09:11:56+00:00,0.7506,pos,-0.1,neg,INSPIRED,ANNOYED,AMUSED
With the #ExxonFires comes even more pollution causing more death. The vicious cycle of collapse started by Fossil Fuel Corporation GREED begets more &amp; greater harm as each system collapses. How are @shell @bp_plc @APIenergy @chevron @aramco @exxonmobil STILL allowed to operate?!,3,0,2,0,2022-07-17 09:05:36+00:00,-0.9522,neg,0.225,pos,INSPIRED,AMUSED,SAD
@leaf_score @DrShepherd2013 @mcharlesworth71 Should we start by naming this heatwave Exxon or Shell or BP?,0,0,1,0,2022-07-17 08:37:59+00:00,0.0,neu,0.0,neu,AFRAID,INSPIRED,AMUSED
"Most of Life on Earth is condemned to oblivion because of Petrochemical Corporations &amp; Agribusiness @exxonmobil @Cargill @shell @bp_plc @aramco etc have all condemned this once vibrant, LIVING WORLD to a dead,monoculture, plastic-riddled,toxic, battery planet. #EcologicalCollapse https://t.co/55dVXmZBPf",1,0,0,0,2022-07-17 08:13:52+00:00,-0.34,neg,0.3333333333333333,pos,AMUSED,INSPIRED,ANGRY
"Check out this free app that gets you cash back on gas and other errands! Click this link or use promo code THOUGHTS8272 to get an extra 15¢/gal bonus the first time you make a purchase. https://t.co/HYD6b3CY4P

#sunday #gasprices #BP #shell #citgo #inflation #biden",0,0,0,0,2022-07-17 08:04:44+00:00,0.8256,pos,0.09875,neu,AMUSED,INSPIRED,ANNOYED
"These fires 🔥 are not caused by the #heatwave - they are caused by the insane Greed of the Fossil Fuel Industry and their lawyer, PR &amp; government enablers @shell @bp_plc @exxonmobil @ExxonMobil_EU @TotalEnergies @Chevron @aramco #Exxonfires #ClimateCriminals https://t.co/HdLW5uavUz",1,0,2,0,2022-07-17 07:58:27+00:00,-0.6597,neg,-1.0,neg,ANGRY,ANNOYED,AFRAID
"@VehicleTrackerz @Bazothise South Africa is the Colony of NATO - Shell, BP, Engen, Wimpy, Standard Bank, Caltex, KPMG, McDonalds, Unilever, Siemens, Nevia, Real Estate Brands, Security Companies, Anglo American, the list of Giant Corporations that Run this Country is Endless - NATO is here to Contain Us.",3,1,5,0,2022-07-17 07:25:26+00:00,0.128,neu,0.015000000000000003,neu,ANGRY,ANNOYED,AMUSED
Every fire 🔥 is lit by #ClimateCriminals ⁦⁦@exxonmobil⁩ @shell @bp_plc @chevron ⁦@aramco⁩  These are the #exxonfires &amp; the #ClimateCourts cannot come soon enough to put the Fossil Fuel Industry where it belongs: behind bars.  https://t.co/niKl1VEUhm,1,0,0,1,2022-07-17 07:25:12+00:00,-0.34,neg,-0.2,neg,INSPIRED,AMUSED,ANGRY
Hey @Jim_Jordan .. how about asking @Chevron @Shell @bp_plc @exxonmobil  and any other oil companies why they keep GOUGING the American citizens for profits???  Or is it because YOU ARE IN THEIR POCKET like all the other @HouseGOP @SenateGOP ??? https://t.co/voYlgnxLO1,0,0,1,0,2022-07-17 06:43:17+00:00,0.7476,pos,-0.08333333333333333,neg,INSPIRED,AMUSED,DONT_CARE
"@errolhayde @bp_plc PEM is in development Shell ordered a demo kit set and when it worked on time to spec are organising funds for x10 upgrade!
The PEM cells are still in development,… https://t.co/pwAcuipoZT",0,0,1,1,2022-07-17 06:07:45+00:00,0.0,neu,0.0,neu,INSPIRED,AMUSED,ANNOYED
"4 | “S&amp;P Energy Index increased 29% in 1H while in the UK, BP shares rose 17% and Shell 34%. For those regretting the absence of energy stocks from our portfolio, these increases have only taken the S&amp;P Energy Index back to a level it first reached in 2008.” 5/9",0,1,0,0,2022-07-17 05:35:12+00:00,0.743,pos,0.1675,neu,AMUSED,INSPIRED,DONT_CARE
"@ChuckGrassley Inflation is being caused by corporations like Cargill, Monsanto, Shell, Exxon, and BP. Exxon had 32 billion in profits last quarter. Big oil still gets subsidies that could go to farmers. They price gouge. Oil is where it was when gas was $3 a gal. today, yet the price is over 4",0,0,1,0,2022-07-17 05:19:25+00:00,0.6597,pos,0.0,neu,ANGRY,DONT_CARE,INSPIRED
"The #ExxonFires are wrecking havoc, death &amp; destruction Globally. All of this devastating #ClimateCollapse is because of the GREED of @exxonmobil plus #ClimateCriminals @shell @bp_plc @chevron @aramco @GazpromEN @TotalEnergies https://t.co/v6Er9ZzKEr",0,0,1,0,2022-07-17 04:13:02+00:00,-0.9685,neg,-0.5,neg,SAD,AMUSED,DONT_CARE
"All of this #ClimateCollapse death &amp; devastation is caused by @shell @bp_plc @exxonmobil @ExxonMobil_EU @chevron @aramco @GazpromEN @TotalEnergies &amp; their PR, Lawyer and Government enablers: #ClimateCriminals who must be locked up! https://t.co/P5AGjyQ38T",0,0,0,0,2022-07-17 04:07:16+00:00,-0.7901,neg,0.0,neu,ANNOYED,DONT_CARE,AMUSED
"No amount of money paid in reparations will ever be enough for the HELL,havoc, death &amp; destruction which #ClimateCriminals @shell @exxonmobil @bp_plc @chevron @aramco @GazpromEN @TotalEnergies have wrought. They have committed THE Greatest Crime against humanity, Nature &amp; Planet. https://t.co/o0icgTEqli",0,0,0,0,2022-07-17 04:03:05+00:00,-0.7906,neg,0.5,pos,INSPIRED,AMUSED,ANGRY
"@NolesEsq212 @zanyNYR_NSHgirl KFC, Crown Fried Chicken, Walgreens, B of A, Lukoil, Exxon, BP, Shell, Sernio's McDonalds though they look like this are still there but dunno for how long. https://t.co/x3Eoh8QOUt",0,0,1,0,2022-07-17 03:58:03+00:00,0.1901,neu,-0.325,neg,AMUSED,INSPIRED,ANNOYED
They deserve to be bankrupted by lawsuits as does BP and Shell - Nigeria colludes with those it SHOULD sue! https://t.co/MjnyqvhaBe,0,0,1,0,2022-07-17 03:06:36+00:00,-0.2244,neg,0.0,neu,ANGRY,ANNOYED,DONT_CARE
"When their cups already over filled …. 
@bp_America
  
@Shell
 
@Chevron
 
@exxonmobil
 
@conocophillips
 
@MarathonOil
 #profitoverpeople 

https://t.co/JJIKh9ltn7",0,0,0,0,2022-07-17 02:33:46+00:00,0.0,neu,0.4,pos,INSPIRED,ANNOYED,DONT_CARE
"When their cups already over filled …. 
@bp_America

@Shell

@Chevron

@exxonmobil

@conocophillips

@MarathonOil

 #profitoverpeople #DecaytheGlobe #GreedWealth #KillOceans #DestructorsofHumanity

https://t.co/JJIKh9ltn7",0,0,0,0,2022-07-17 02:05:48+00:00,0.0,neu,0.4,pos,INSPIRED,ANNOYED,DONT_CARE
"@theagesport Suppose thats a bit like local BP attendant being heckled leaving work at Shell &amp; being labelled a traitor cos they used to work at BP.
Or like leaving a major finance/insurance Co, where they have security walk you out the door if you go to rival Co.
But on a higher level.",0,0,0,0,2022-07-17 02:02:42+00:00,0.4939,neu,0.128125,neu,INSPIRED,AMUSED,SAD
"When their cups already over filled …. 
@bp_America
  
@Shell
 
@Chevron
 
@exxonmobil
 
@conocophillips
 
@MarathonOil
 #profitoverpeople #DecaytheGlobe #GreedWealth #KillOceans #DestructorsofHumanity

https://t.co/JJIKh9ltn7",0,0,0,0,2022-07-17 01:53:50+00:00,0.0,neu,0.4,pos,INSPIRED,ANNOYED,DONT_CARE
"Hey Climate Crisis deniers...did you get a load of this yet ??
Scorched Earth Brought to you by:
@exxonmobil @Chevron @bp_America @Shell_USA @conocophillips and others...
@JoeBiden @KamalaHarris @FLOTUS @SpeakerPelosi @SenSchumer https://t.co/85IhHPSjCd",0,0,0,0,2022-07-17 01:48:31+00:00,-0.6662,neg,0.0,neu,INSPIRED,AMUSED,ANNOYED
"@JackSledge007 @suzaMotley @NoLieWithBTC Umm let me help you who makes the prices not biden but shell,exxonmobile,BP so you might want get pissed at them not play politics",0,2,3,0,2022-07-17 01:35:50+00:00,-0.769,neg,0.0,neu,SAD,INSPIRED,DONT_CARE
"@GreatTyranno @Cyril1863 @joncoopertweets Have you seen any branded Shell, ExxonMobil, Arco, BP? If so, you've seen them.",0,0,0,0,2022-07-16 23:35:32+00:00,0.0,neu,0.0,neu,AMUSED,DONT_CARE,INSPIRED
"Just another shell (actually BP) game

https://t.co/fgDgK4SWlG",0,0,0,0,2022-07-16 23:34:57+00:00,0.0,neu,-0.4,neg,INSPIRED,AMUSED,DONT_CARE
"Big corporations continue to jack up prices, using inflation as a cover. Big Oil is the worst culprit.
Shell is expecting profits to nearly triple, adding $1 billion to the bottom line. BP reports its largest quarterly profit in a decade.” https://t.co/k9nzZC7cHe",0,0,0,0,2022-07-16 23:26:58+00:00,0.1779,neu,-0.225,neg,AMUSED,DONT_CARE,ANGRY
"@Cyril1863 @MichaelLSilas @kweins9 @joncoopertweets I know of no Petrol Station with a Generic Name. They ALL carrying some major chain name. What you're describing is a FRANCHISE that buys from a Corporate Chain.
Marathon
Shell
BP
Etcetera...",0,1,1,0,2022-07-16 23:25:29+00:00,-0.296,neg,0.020833333333333332,neu,ANGRY,AMUSED,INSPIRED
"@GaryLineker Brilliant news, extra few degrees in the UK is lovely! Keep up the good work Shell and BP. By the way, climate change is causing the earth to get greener (look up global greening) making it more conducive to crop production actually.",0,0,0,0,2022-07-16 23:04:13+00:00,0.8955,pos,0.315625,pos,INSPIRED,AMUSED,ANNOYED
"@MrMatthewTodd Brilliant news, extra few degrees in the UK is lovely! Keep up the good work Shell and BP. By the way, climate change is causing the earth to get greener (look up global greening) making it more conducive to crop production actually.",0,0,0,0,2022-07-16 23:03:47+00:00,0.8955,pos,0.315625,pos,INSPIRED,AMUSED,ANNOYED
"@SenateGOP @POTUS The top five oil companies alone—Shell, ExxonMobil, BP, Chevron, and ConocoPhillips—brought in more than 200 percent more in profits than in the first quarter of 2021. Please help hard working Americans, we are barely scraping by right now.",0,0,0,0,2022-07-16 22:01:38+00:00,0.8214,pos,0.2562925170068027,pos,INSPIRED,AMUSED,ANNOYED
"@SenateGOP The top five oil companies alone—Shell, ExxonMobil, BP, Chevron, and ConocoPhillips—brought in more than 200 percent more in profits than in the first quarter of 2021. Please help hard working Americans, we are barely scraping by right now.",0,0,0,0,2022-07-16 22:01:26+00:00,0.8214,pos,0.2562925170068027,pos,INSPIRED,AMUSED,ANNOYED
"@SenateDems @POTUS The top five oil companies alone—Shell, ExxonMobil, BP, Chevron, and ConocoPhillips—brought in more than 200 percent more in profits than in the first quarter of 2021. Please help hard working Americans, we are barely scraping by right now.",0,0,0,0,2022-07-16 21:56:58+00:00,0.8214,pos,0.2562925170068027,pos,INSPIRED,AMUSED,ANNOYED
"@SenateDems The top five oil companies alone—Shell, ExxonMobil, BP, Chevron, and ConocoPhillips—brought in more than 200 percent more in profits than in the first quarter of 2021. Please help hard working Americans, we are barely scraping by right now.",0,0,0,0,2022-07-16 21:56:47+00:00,0.8214,pos,0.2562925170068027,pos,INSPIRED,AMUSED,ANNOYED
"@HouseGOP @POTUS The top five oil companies alone—Shell, ExxonMobil, BP, Chevron, and ConocoPhillips—brought in more than 200 percent more in profits than in the first quarter of 2021. Please help hard working Americans, we are barely scraping by right now.",0,0,0,0,2022-07-16 21:55:54+00:00,0.8214,pos,0.2562925170068027,pos,INSPIRED,AMUSED,ANNOYED
"@HouseGOP The top five oil companies alone—Shell, ExxonMobil, BP, Chevron, and ConocoPhillips—brought in more than 200 percent more in profits than in the first quarter of 2021. Please help hard working Americans, we are barely scraping by right now. Stop paying execs millions.",0,0,0,0,2022-07-16 21:55:44+00:00,0.749,pos,0.2562925170068027,pos,INSPIRED,AMUSED,ANNOYED
"@HouseDemocrats The top five oil companies alone—Shell, ExxonMobil, BP, Chevron, and ConocoPhillips—brought in more than 200 percent more in profits than in the first quarter of 2021. Please help hard working Americans, we are barely scraping by right now.",0,0,0,0,2022-07-16 21:54:38+00:00,0.8214,pos,0.2562925170068027,pos,INSPIRED,AMUSED,ANNOYED
"The top five oil companies alone—Shell, ExxonMobil, BP, Chevron, and ConocoPhillips—brought in more than 200 percent more in profits than in the first quarter of 2021. Please help hard working Americans, we are barely scraping by right now.",0,0,0,0,2022-07-16 21:53:49+00:00,0.8214,pos,0.2562925170068027,pos,INSPIRED,AMUSED,ANNOYED
"🏴󠁧󠁢󠁷󠁬󠁳󠁿had collection for 2nd home owner &amp; sent the £9.97 said owner spent on local economy back + 2p for the inconvenience caused.

🏴󠁧󠁢󠁷󠁬󠁳󠁿Economy estimated £200bn when sales of Tata Steel, Ford, BT, Airbus, Tesco, Asda, Sainsbury’s, BP, Shell... added to 🏴󠁧󠁢󠁷󠁬󠁳󠁿GDP not 🏴󠁧󠁢󠁥󠁮󠁧󠁿 GDP which WM does https://t.co/A9FqhouNDF",0,0,1,0,2022-07-16 21:49:22+00:00,-0.3612,neg,-0.025,neu,AMUSED,INSPIRED,ANGRY
"@POTUS The top five oil companies alone—Shell, ExxonMobil, BP, Chevron, and ConocoPhillips—brought in more than 200 percent more in profits than in the first quarter of 2021. Please help hard working Americans, we are barely scraping by right now.",0,0,0,0,2022-07-16 21:48:59+00:00,0.8214,pos,0.2562925170068027,pos,INSPIRED,AMUSED,ANNOYED
"@POTUS The top five oil companies alone—Shell, ExxonMobil, BP, Chevron, and ConocoPhillips—brought in more than 200 percent more in profits than in the first quarter of 2021. Why are you allowing American families to suffer? People can’t pay their bills. We need help.",0,0,0,0,2022-07-16 21:45:39+00:00,0.4173,neu,0.35,pos,INSPIRED,AMUSED,ANNOYED
